Unit,Units_Use,Units_Mult,Costs_Unit_inv,GWP_Unit_constr,lifetime
WOOD_Stove_Building13,1.0,100.0,896.4718683113819,12.7216,20.0
WOOD_Stove_Building14,0.0,0.0,896.4718683113819,12.7216,20.0
WOOD_Stove_Building2,0.0,0.0,898.6482009749154,12.85413562871,20.0
WOOD_Stove_Building3,0.0,0.0,896.4718683113819,12.7216,20.0
WOOD_Stove_Building4,0.0,0.0,899.8592220789254,12.92788512762,20.0
WOOD_Stove_Building5,0.0,0.0,896.4718683113819,12.7216,20.0
WOOD_Stove_Building6,0.0,0.0,901.9261202200103,13.0537563463,20.0
WOOD_Stove_Building7,0.0,0.0,901.0702460825515,13.00163480312,20.0
WOOD_Stove_Building8,1.0,100.0,908.4198759545591,13.44921702811,20.0
WOOD_Stove_Building9,0.0,0.0,912.2041417549909,13.67967354585,20.0
WaterTankDHW_Building1,1.0,0.0366889873,53.266812977017366,2.20868203559,20.0
WaterTankDHW_Building10,1.0,0.07363389072,76.42144182685895,4.43276522153,20.0
WaterTankDHW_Building11,1.0,1.26966151862,826.0126777998457,76.43362842103,20.0
WaterTankDHW_Building12,1.0,0.68482174833,459.4736815125589,41.22627424925,20.0
WaterTankDHW_Building13,1.0,0.35309249619,251.56766469437875,21.25617327035,20.0
WaterTankDHW_Building14,1.0,1.66309540231,1072.5910880867566,100.11834821898,20.0
WaterTankDHW_Building2,1.0,0.06196831427,69.11022787917457,3.7304975188,20.0
WaterTankDHW_Building3,1.0,0.24227290826,182.11325582787504,14.58483407718,20.0
WaterTankDHW_Building4,1.0,0.08654512841,84.51335408017891,5.21002173043,20.0
WaterTankDHW_Building5,1.0,0.03535248246,52.429179890698634,2.12822444435,20.0
WaterTankDHW_Building6,1.0,0.14072430389,118.46928800979005,8.47160809423,20.0
WaterTankDHW_Building7,1.0,0.11112194954,99.91648465781182,6.68954636244,20.0
WaterTankDHW_Building8,1.0,0.27562497319,203.01613046860038,16.59262838595,20.0
WaterTankDHW_Building9,1.0,0.33645878999,241.1427546888039,20.25482415745,20.0
WaterTankSH_Building1,1.0,0.09999999998,99.09834604738104,6.0200049986,20.0
WaterTankSH_Building10,1.0,0.15713968562,106.06633049080705,9.45981407433,20.0
WaterTankSH_Building11,1.0,2.64665005589,409.6533967561034,159.32833836459,20.0
WaterTankSH_Building12,1.0,0.90572621381,197.35383451337376,54.52472307163,20.0
WaterTankSH_Building13,1.0,0.44580995312,141.26865809446966,26.83776417756,20.0
WaterTankSH_Building14,1.0,0.75306198132,178.7369663055316,45.33433627572,20.0
WaterTankSH_Building2,1.0,0.12891166788,102.62402263972388,7.76048740623,20.0
WaterTankSH_Building3,0.0,0.0,0.0,0.0,20.0
WaterTankSH_Building4,1.0,0.18022885673,108.88197400244162,10.84978217543,20.0
WaterTankSH_Building5,0.0,0.0,0.0,0.0,20.0
WaterTankSH_Building6,1.0,0.29836486294,123.28824600345281,17.96156974885,20.0
WaterTankSH_Building7,1.0,0.23154603359,115.13992390132196,13.939076222,20.0
WaterTankSH_Building8,1.0,0.58108276919,157.76470401071873,34.98118770513,20.0
WaterTankSH_Building9,1.0,0.7013732124,172.43370205525008,42.22267238627,20.0
